date,is_clean,avg_precipitation,avg_temperature
2021-01-04,0,0.9,-1.2
2021-01-05,0,1.2,-2
2021-01-06,0,9.8,-4.7
2021-01-07,0,16.7,-10.3
2021-01-08,0,4.5,-11.3
2021-01-09,0,5.3,-9.2
2021-01-11,0,3.3,-4.6
2021-01-12,0,5.8,-2.1
2021-01-13,0,0.1,3.7
2021-01-14,1,0,
2021-01-15,0,0.5,6.5
2021-01-16,0,4,-0.8
2021-01-17,0,2.6,-3.2
2021-01-18,0,17.5,-1.3
2021-01-19,0,0.1,-4.2
2021-01-20,1,0,
2021-01-21,1,0,
2021-01-22,0,17.3,7.1
2021-01-23,0,36.1,8
2021-01-24,0,1,7.1
2021-01-25,0,0,6.9
2021-01-26,0,65.7,5.6
2021-01-27,1,0,3.6
2021-01-28,0,11.1,-0.3
2021-01-29,0,1.6,-5.3
2021-01-30,0,1,0.4
2021-01-31,0,6.8,4.3
2021-02-01,0,104,6.8
2021-02-02,0,0.4,-2.1
2021-02-03,0,7.3,-1.2
2021-02-05,0,0.5,2.3
2021-02-06,1,0,6.3
2021-02-07,0,1.7,5.7
2021-02-08,0,3,-0.5
2021-02-09,0,0.1,0.5
2021-02-10,1,0,3.5
2021-02-11,1,0,5.3
2021-02-12,1,0,6.6
2021-02-13,1,0,7.4
2021-02-14,0,27,8.9
2021-02-15,0,5.6,3.4
2021-02-16,0,9.5,-1.7
2021-02-17,1,0,
2021-02-18,0,2.8,-3.8
2021-02-19,1,0,3
2021-02-20,1,0,9.7
2021-02-21,1,0,12.1
2021-02-22,1,0,9.8
2021-02-23,0,0.7,2.8
2021-02-24,1,0,3.7
2021-02-25,0,42.4,4.7
2021-02-26,0,11.2,7.7
2021-02-27,0,2,7.8
2021-02-28,0,2.9,8
2021-03-01,0,499.1,7.6
2021-03-02,0,27.4,2.9
2021-03-03,1,0,4.1
2021-03-04,0,58,6.6
2021-03-05,0,1.3,8.9
2021-03-06,0,3.2,6.5
2021-03-07,0,0.2,6
2021-03-08,0,0,6.4
2021-03-09,1,0,7.3
2021-03-10,1,0,8.2
2021-03-11,1,0,
2021-03-13,1,0,8.8
2021-03-14,1,0,8.7
2021-03-15,0,4,10.7
2021-03-16,0,21.6,10.6
2021-03-18,1,0,10.4
2021-03-19,0,4.2,12.4
2021-03-20,0,69.1,9.5
2021-03-21,0,0.3,
2021-03-22,0,0.1,6.8
2021-03-23,1,0,
2021-03-24,1,0,
2021-03-26,1,0,
2021-03-27,0,293,12.4
2021-03-28,0,50.5,11.5
2021-03-29,0,0.5,12
2021-03-30,1,0,11.6
2021-03-31,1,0,13.1
2021-04-01,0,6.7,14.9
2021-04-02,0,3.2,16.3
2021-04-03,0,317.4,14.4
2021-04-04,0,95.2,10.6
2021-04-05,0,0.7,10.5
2021-04-06,1,0,
2021-04-07,1,0,13.5
2021-04-08,0,0.4,12.3
2021-04-09,0,4.5,11.3
2021-04-10,1,0,11.3
2021-04-11,1,0,13.6
2021-04-12,0,240.5,13.1
2021-04-13,0,32.2,11.6
2021-04-14,0,0.9,9.2
2021-04-15,1,0,10.8
2021-04-16,0,1.6,12.1
2021-04-17,0,1.8,10.6
2021-04-18,0,0.9,10.6
2021-04-19,1,0,13.1
2021-04-20,1,0,14.9
2021-04-21,1,0,17.4
2021-04-22,0,0,19.3
2021-04-23,0,0.3,17.8
2021-04-24,0,0.3,16.6
2021-04-25,0,0.1,15.7
2021-04-26,1,0,14.5
2021-04-27,0,3.7,14.9
2021-04-28,0,2.5,15.5
2021-04-29,0,16.8,15
2021-04-30,0,78.2,13
2021-05-01,0,98.6,10.7
2021-05-02,0,16.3,12.2
2021-05-03,1,0,14.1
2021-05-04,0,208.3,15.3
2021-05-05,0,12.3,15.1
2021-05-06,1,0,15.4
2021-05-07,0,16.9,15.3
2021-05-08,1,0,15.3
2021-05-09,1,0,16.2
2021-05-10,0,43.9,
2021-05-11,0,21.3,
2021-05-12,0,0.1,18.8
2021-05-13,1,0,20.1
2021-05-14,0,0.1,21.1
2021-05-15,0,104.2,20.5
2021-05-16,0,439.1,18.7
2021-05-17,1,0,
2021-05-18,0,2.2,17.1
2021-05-19,1,0,19.3
2021-05-20,1,0,
2021-05-21,0,27.2,16.1
2021-05-22,0,0.5,18.5
